environment | time (second),combined_concs | totEGFRphos (nanomolar),combined_concs | totGrb_EGFR (nanomolar),combined_concs | totGrb_Shc (nanomolar),combined_concs | totPLCgammaphos (nanomolar),combined_concs | totShc_EGFR (nanomolar),combined_concs | totShcphos (nanomolar),combined_concs | totSOS_EGFR (nanomolar),EGF | EGF (nanomolar),EGF | EGF' (nanomolar/second),G_S | G_S (nanomolar),G_S | G_S' (nanomolar/second),Grb | Grb (nanomolar),Grb | Grb' (nanomolar/second),PLC_gamma | PLC_gamma (nanomolar),PLC_gamma | PLC_gamma' (nanomolar/second),PLC_gamma_P | PLC_gamma_P (nanomolar),PLC_gamma_P | PLC_gamma_P' (nanomolar/second),PLC_gamma_P_I | PLC_gamma_P_I (nanomolar),PLC_gamma_P_I | PLC_gamma_P_I' (nanomolar/second),R | R (nanomolar),R | R' (nanomolar/second),R2 | R2 (nanomolar),R2 | R2' (nanomolar/second),R_G | R_G (nanomolar),R_G | R_G' (nanomolar/second),R_G_S | R_G_S (nanomolar),R_G_S | R_G_S' (nanomolar/second),R_PL | R_PL (nanomolar),R_PL | R_PL' (nanomolar/second),R_PLP | R_PLP (nanomolar),R_PLP | R_PLP' (nanomolar/second),R_Sh | R_Sh (nanomolar),R_Sh | R_Sh' (nanomolar/second),R_Sh_G | R_Sh_G (nanomolar),R_Sh_G | R_Sh_G' (nanomolar/second),R_Sh_G_S | R_Sh_G_S (nanomolar),R_Sh_G_S | R_Sh_G_S' (nanomolar/second),R_ShP | R_ShP (nanomolar),R_ShP | R_ShP' (nanomolar/second),Ra | Ra (nanomolar),Ra | Ra' (nanomolar/second),RP | RP (nanomolar),RP | RP' (nanomolar/second),Sh_G | Sh_G (nanomolar),Sh_G | Sh_G' (nanomolar/second),Sh_G_S | Sh_G_S (nanomolar),Sh_G_S | Sh_G_S' (nanomolar/second),Shc | Shc (nanomolar),Shc | Shc' (nanomolar/second),ShP | ShP (nanomolar),ShP | ShP' (nanomolar/second),SOS | SOS (nanomolar),SOS | SOS' (nanomolar/second),v1 | k1 (second_order_rate_constant),v1 | k1_ (first_order_rate_constant),v1 | v1 (flux),v10 | k10 (second_order_rate_constant),v10 | k10_ (first_order_rate_constant),v10 | v10 (flux),v11 | k11 (first_order_rate_constant),v11 | k11_ (second_order_rate_constant),v11 | v11 (flux),v12 | k12 (first_order_rate_constant),v12 | k12_ (second_order_rate_constant),v12 | v12 (flux),v13 | k13 (second_order_rate_constant),v13 | k13_ (first_order_rate_constant),v13 | v13 (flux),v14 | k14 (first_order_rate_constant),v14 | k14_ (first_order_rate_constant),v14 | v14 (flux),v15 | k15 (first_order_rate_constant),v15 | k15_ (second_order_rate_constant),v15 | v15 (flux),v16 | K16 (nanomolar),v16 | V16 (flux),v16 | v16 (flux),v17 | k17 (second_order_rate_constant),v17 | k17_ (first_order_rate_constant),v17 | v17 (flux),v18 | k18 (first_order_rate_constant),v18 | k18_ (second_order_rate_constant),v18 | v18 (flux),v19 | k19 (second_order_rate_constant),v19 | k19_ (first_order_rate_constant),v19 | v19 (flux),v2 | k2 (second_order_rate_constant),v2 | k2_ (first_order_rate_constant),v2 | v2 (flux),v20 | k20 (first_order_rate_constant),v20 | k20_ (second_order_rate_constant),v20 | v20 (flux),v21 | k21 (second_order_rate_constant),v21 | k21_ (first_order_rate_constant),v21 | v21 (flux),v22 | k22 (second_order_rate_constant),v22 | k22_ (first_order_rate_constant),v22 | v22 (flux),v23 | k23 (first_order_rate_constant),v23 | k23_ (second_order_rate_constant),v23 | v23 (flux),v24 | k24 (second_order_rate_constant),v24 | k24_ (first_order_rate_constant),v24 | v24 (flux),v25 | k25 (first_order_rate_constant),v25 | k25_ (first_order_rate_constant),v25 | v25 (flux),v3 | k3 (first_order_rate_constant),v3 | k3_ (first_order_rate_constant),v3 | v3 (flux),v4 | K4 (nanomolar),v4 | v4 (flux),v4 | V4 (flux),v5 | k5 (second_order_rate_constant),v5 | k5_ (first_order_rate_constant),v5 | v5 (flux),v6 | k6 (first_order_rate_constant),v6 | k6_ (first_order_rate_constant),v6 | v6 (flux),v7 | k7 (first_order_rate_constant),v7 | k7_ (second_order_rate_constant),v7 | v7 (flux),v8 | K8 (nanomolar),v8 | V8 (flux),v8 | v8 (flux),v9 | k9 (second_order_rate_constant),v9 | k9_ (first_order_rate_constant),v9 | v9 (flux)
79,20.9709,4.55804,65.3414,3.3878,2.65701,148.785,1.18118,580.602,-5.91419e-05,1.70275,-0.000317015,14.2172,-0.00258017,0.190949,-0.00212199,3.04804,-0.000871003,101.372,0.00688067,0.601545,-5.91419e-05,30.4828,-0.00630176,2.89648,0.00896322,0.842189,0.00346263,0.049298,-0.000608926,0.339765,-0.00327876,0.0731635,2.6122e-06,0.480377,-0.000189937,0.338995,-0.000237212,1.83763,-9.91478e-05,17.4619,-0.00174827,3.62753,-0.000809015,35.1827,-0.00602794,29.3393,-0.00307358,1.14135,0.000327628,81.6065,0.00929757,1.77678,0.000165172,0.003,0.06,5.91419e-05,0.01,0.06,0.000932776,0.03,0.0045,-0.00252985,0.0015,0.0001,2.80413e-05,0.09,0.6,0.328726,6,0.06,0.328723,0.3,0.0009,0.284863,340,1.7,0.329053,0.003,0.1,0.0303403,0.3,0.0009,0.0292495,0.01,0.0214,0.00128077,0.01,0.1,0.000903704,0.12,0.00024,0.0151364,0.003,0.1,-0.0376281,0.03,0.064,-0.00235068,0.1,0.021,0.0158593,0.009,0.0429,0.0136184,1,0.03,0.00688067,1,0.01,30.4466,50,30.4394,450,0.06,0.2,0.0317008,1,0.05,0.0323097,0.3,0.006,0.0355885,100,1,0.0295788,0.003,0.05,0.009896
80,20.9853,4.56975,65.3321,3.38396,2.65651,148.785,1.18434,580.601,-6.0519e-05,1.70244,-0.000301815,14.2147,-0.00244215,0.188989,-0.00180654,3.04723,-0.000745226,101.378,0.00588312,0.601485,-6.0519e-05,30.4765,-0.00629234,2.90521,0.00850808,0.845573,0.00330669,0.0487345,-0.000520401,0.336726,-0.00281095,0.0731664,3.2083e-06,0.480192,-0.000180533,0.33877,-0.000213084,1.83754,-8.25358e-05,17.4602,-0.00177541,3.62672,-0.000800175,35.1769,-0.00572876,29.3363,-0.00294844,1.14168,0.000333505,81.6155,0.00881664,1.77694,0.000156644,0.003,0.06,6.0519e-05,0.01,0.06,0.000889579,0.03,0.0045,-0.00241711,0.0015,0.0001,2.77946e-05,0.09,0.6,0.328749,6,0.06,0.328746,0.3,0.0009,0.284866,340,1.7,0.329083,0.003,0.1,0.0303411,0.3,0.0009,0.0292386,0.01,0.0214,0.00128306,0.01,0.1,0.000917967,0.12,0.00024,0.0151177,0.003,0.1,-0.0372688,0.03,0.064,-0.00230149,0.1,0.021,0.0157647,0.009,0.0429,0.0136216,1,0.03,0.00588312,1,0.01,30.4403,50,30.4331,450,0.06,0.2,0.0313778,1,0.05,0.0318982,0.3,0.006,0.0347091,100,1,0.0295712,0.003,0.05,0.00939766
81,20.9997,4.58089,65.3232,3.38066,2.65605,148.785,1.18737,580.601,-6.11947e-05,1.70215,-0.000287303,14.2123,-0.00231221,0.187321,-0.00153738,3.04654,-0.000637492,101.384,0.0050298,0.601425,-6.11947e-05,30.4703,-0.00623856,2.9135,0.00807598,0.848804,0.00315675,0.0482529,-0.000444742,0.334121,-0.00241018,0.0731699,3.66e-06,0.480016,-0.000171719,0.338568,-0.000192301,1.83747,-6.89294e-05,17.4584,-0.00178448,3.62593,-0.000787134,35.1713,-0.00544348,29.3334,-0.00282572,1.14201,0.00033578,81.6241,0.00836271,1.7771,0.000148572,0.003,0.06,6.11947e-05,0.01,0.06,0.000847462,0.03,0.0045,-0.00230929,0.0015,0.0001,2.75583e-05,0.09,0.6,0.328775,6,0.06,0.328771,0.3,0.0009,0.284874,340,1.7,0.329111,0.003,0.1,0.0303424,0.3,0.0009,0.0292291,0.01,0.0214,0.001285,0.01,0.1,0.000922836,0.12,0.00024,0.0151015,0.003,0.1,-0.0369261,0.03,0.064,-0.00225348,0.1,0.021,0.0156738,0.009,0.0429,0.0136242,1,0.03,0.0050298,1,0.01,30.434,50,30.4268,450,0.06,0.2,0.0311021,1,0.05,0.0315469,0.3,0.006,0.033957,100,1,0.0295647,0.003,0.05,0.00892345
82,21.0139,4.59149,65.3148,3.37784,2.65564,148.784,1.19027,580.601,-6.12959e-05,1.70187,-0.000273451,14.2101,-0.0021898,0.185901,-0.00130775,3.04595,-0.00054525,101.388,0.00429998,0.601363,-6.12959e-05,30.4641,-0.0061492,2.92137,0.00766582,0.851889,0.0030127,0.0478413,-0.000380084,0.331887,-0.0020669,0.0731737,3.99295e-06,0.479848,-0.000163419,0.338385,-0.000174334,1.8374,-5.77554e-05,17.4566,-0.00177879,3.62515,-0.000770781,35.166,-0.00517166,29.3306,-0.00270584,1.14235,0.000335134,81.6323,0.00793389,1.77724,0.000140931,0.003,0.06,6.12959e-05,0.01,0.06,0.000806478,0.03,0.0045,-0.00220622,0.0015,0.0001,2.73321e-05,0.09,0.6,0.328802,6,0.06,0.328798,0.3,0.0009,0.284885,340,1.7,0.329137,0.003,0.1,0.030344,0.3,0.0009,0.0292208,0.01,0.0214,0.00128664,0.01,0.1,0.000920042,0.12,0.00024,0.0150875,0.003,0.1,-0.0365992,0.03,0.064,-0.00220671,0.1,0.021,0.0155866,0.009,0.0429,0.0136265,1,0.03,0.00429998,1,0.01,30.4278,50,30.4208,450,0.06,0.2,0.0308669,1,0.05,0.031247,0.3,0.006,0.0333139,100,1,0.0295592,0.003,0.05,0.00847229
83,21.0279,4.60158,65.3068,3.37542,2.65526,148.784,1.19305,580.601,-6.09299e-05,1.7016,-0.000260235,14.2079,-0.00207441,0.184694,-0.00111185,3.04545,-0.000466295,101.392,0.00367588,0.601302,-6.09299e-05,30.458,-0.00603164,2.92884,0.00727652,0.854832,0.00287441,0.0474896,-0.000324829,0.329971,-0.0017729,0.0731778,4.22887e-06,0.479689,-0.000155574,0.338218,-0.000158738,1.83735,-4.85545e-05,17.4548,-0.00176117,3.62439,-0.000751865,35.1609,-0.00491284,29.328,-0.00258913,1.14268,0.000332137,81.64,0.00752847,1.77738,0.000133697,0.003,0.06,6.09299e-05,0.01,0.06,0.000766664,0.03,0.0045,-0.00210774,0.0015,0.0001,2.71157e-05,0.09,0.6,0.32883,6,0.06,0.328826,0.3,0.0009,0.2849,340,1.7,0.329162,0.003,0.1,0.030346,0.3,0.0009,0.0292135,0.01,0.0214,0.00128802,0.01,0.1,0.000911052,0.12,0.00024,0.0150752,0.003,0.1,-0.0362876,0.03,0.064,-0.00216127,0.1,0.021,0.015503,0.009,0.0429,0.0136284,1,0.03,0.00367588,1,0.01,30.4217,50,30.4148,450,0.06,0.2,0.0306663,1,0.05,0.0309911,0.3,0.006,0.032764,100,1,0.0295544,0.003,0.05,0.00804318
84,21.0416,4.61117,65.2992,3.37334,2.65491,148.784,1.19571,580.601,-6.01878e-05,1.70135,-0.000247629,14.2059,-0.00196555,0.183668,-0.000944747,3.04502,-0.000398732,101.396,0.00314223,0.601242,-6.01878e-05,30.452,-0.00589209,2.93593,0.00690706,0.857639,0.00274175,0.0471891,-0.000277609,0.328327,-0.00152114,0.0731822,4.38637e-06,0.479537,-0.000148138,0.338067,-0.000145143,1.83731,-4.09564e-05,17.4531,-0.00173401,3.62365,-0.000731017,35.1561,-0.00466652,29.3254,-0.00247582,1.14301,0.000327264,81.6473,0.00714493,1.77751,0.000126845,0.003,0.06,6.01878e-05,0.01,0.06,0.00072805,0.03,0.0045,-0.0020137,0.0015,0.0001,2.69088e-05,0.09,0.6,0.328859,6,0.06,0.328854,0.3,0.0009,0.284917,340,1.7,0.329186,0.003,0.1,0.0303481,0.3,0.0009,0.0292071,0.01,0.0214,0.00128919,0.01,0.1,0.000897099,0.12,0.00024,0.0150644,0.003,0.1,-0.0359908,0.03,0.064,-0.00211718,0.1,0.021,0.015423,0.009,0.0429,0.01363,1,0.03,0.00314223,1,0.01,30.4158,50,30.409,450,0.06,0.2,0.0304951,1,0.05,0.0307727,0.3,0.006,0.0322938,100,1,0.0295503,0.003,0.05,0.00763511
85,21.0551,4.6203,65.2919,3.37156,2.65459,148.783,1.19824,580.601,-5.9146e-05,1.70111,-0.000235608,14.204,-0.00186281,0.182797,-0.000802224,3.04465,-0.000340928,101.399,0.00268595,0.601182,-5.9146e-05,30.4462,-0.00573576,2.94266,0.00655646,0.860317,0.00261457,0.0469322,-0.000237255,0.326917,-0.00130554,0.0731866,4.47924e-06,0.479393,-0.000141073,0.337927,-0.000133237,1.83727,-3.46626e-05,17.4514,-0.0016993,3.62293,-0.000708753,35.1516,-0.00443222,29.323,-0.00236608,1.14334,0.000320913,81.6543,0.00678188,1.77763,0.000120356,0.003,0.06,5.9146e-05,0.01,0.06,0.000690654,0.03,0.0045,-0.00192391,0.0015,0.0001,2.67111e-05,0.09,0.6,0.328888,6,0.06,0.328883,0.3,0.0009,0.284936,340,1.7,0.329209,0.003,0.1,0.0303504,0.3,0.0009,0.0292013,0.01,0.0214,0.00129019,0.01,0.1,0.000879225,0.12,0.00024,0.0150549,0.003,0.1,-0.035708,0.03,0.064,-0.00207449,0.1,0.021,0.0153464,0.009,0.0429,0.0136314,1,0.03,0.00268595,1,0.01,30.41,50,30.4034,450,0.06,0.2,0.0303491,1,0.05,0.0305864,0.3,0.006,0.0318919,100,1,0.0295469,0.003,0.05,0.00724711
86,21.0681,4.62897,65.285,3.37004,2.65429,148.783,1.20067,580.601,-5.78687e-05,1.70088,-0.000224149,14.2022,-0.00176578,0.182057,-0.000680681,3.04433,-0.000291482,101.401,0.00229584,0.601123,-5.78687e-05,30.4405,-0.00556698,2.94905,0.00622377,0.86287,0.00249272,0.0467127,-0.000202767,0.325706,-0.00112091,0.0731911,4.51984e-06,0.479255,-0.000134351,0.3378,-0.000122761,1.83724,-2.94345e-05,17.4497,-0.00165874,3.62223,-0.000685507,35.1473,-0.00420943,29.3207,-0.00226002,1.14365,0.000313416,81.6609,0.00643806,1.77775,0.000114208,0.003,0.06,5.78687e-05,0.01,0.06,0.000654487,0.03,0.0045,-0.00183823,0.0015,0.0001,2.65222e-05,0.09,0.6,0.328917,6,0.06,0.328912,0.3,0.0009,0.284956,340,1.7,0.32923,0.003,0.1,0.0303528,0.3,0.0009,0.0291962,0.01,0.0214,0.00129104,0.01,0.1,0.000858302,0.12,0.00024,0.0150464,0.003,0.1,-0.0354388,0.03,0.064,-0.00203322,0.1,0.021,0.0152732,0.009,0.0429,0.0136326,1,0.03,0.00229584,1,0.01,30.4043,50,30.3979,450,0.06,0.2,0.0302246,1,0.05,0.0304273,0.3,0.006,0.0315483,100,1,0.0295439,0.003,0.05,0.00687826
87,21.0808,4.63722,65.2785,3.36873,2.65402,148.783,1.20299,580.601,-5.64098e-05,1.70066,-0.000213228,14.2005,-0.00167411,0.181429,-0.000577051,3.04406,-0.000249193,101.403,0.00196234,0.601066,-5.64098e-05,30.4351,-0.00538935,2.95511,0.0059081,0.865304,0.00237605,0.046525,-0.000173293,0.324666,-0.0009628,0.0731956,4.51828e-06,0.479124,-0.000127946,0.337682,-0.000113497,1.83721,-2.50801e-05,17.448,-0.00161371,3.62156,-0.000661637,35.1432,-0.00399766,29.3185,-0.0021577,1.14396,0.000305046,81.6672,0.00611232,1.77786,0.000108383,0.003,0.06,5.64098e-05,0.01,0.06,0.00061955,0.03,0.0045,-0.0017565,0.0015,0.0001,2.63419e-05,0.09,0.6,0.328946,6,0.06,0.328941,0.3,0.0009,0.284977,340,1.7,0.329251,0.003,0.1,0.0303553,0.3,0.0009,0.0291915,0.01,0.0214,0.00129177,0.01,0.1,0.000835061,0.12,0.00024,0.0150389,0.003,0.1,-0.0351825,0.03,0.064,-0.00199336,0.1,0.021,0.0152033,0.009,0.0429,0.0136337,1,0.03,0.00196234,1,0.01,30.3989,50,30.3926,450,0.06,0.2,0.0301184,1,0.05,0.0302917,0.3,0.006,0.0312545,100,1,0.0295414,0.003,0.05,0.00652765
88,21.093,4.64506,65.2722,3.3676,2.65376,148.783,1.2052,580.601,-5.48144e-05,1.70045,-0.000202822,14.1988,-0.00158746,0.180898,-0.000488715,3.04383,-0.00021303,101.405,0.00167723,0.601011,-5.48144e-05,30.4298,-0.00520586,2.96087,0.00560858,0.867624,0.00226438,0.0463647,-0.000148105,0.323773,-0.00082738,0.0732001,4.48309e-06,0.478999,-0.00012184,0.337572,-0.000105264,1.83719,-2.14445e-05,17.4465,-0.0015654,3.62091,-0.000637439,35.1393,-0.00379641,29.3164,-0.00205916,1.14426,0.000296032,81.6731,0.0058036,1.77797,0.000102863,0.003,0.06,5.48144e-05,0.01,0.06,0.00058584,0.03,0.0045,-0.00167854,0.0015,0.0001,2.61699e-05,0.09,0.6,0.328974,6,0.06,0.328969,0.3,0.0009,0.284999,340,1.7,0.32927,0.003,0.1,0.0303578,0.3,0.0009,0.0291873,0.01,0.0214,0.0012924,0.01,0.1,0.000810109,0.12,0.00024,0.0150322,0.003,0.1,-0.0349386,0.03,0.064,-0.00195493,0.1,0.021,0.0151364,0.009,0.0429,0.0136346,1,0.03,0.00167723,1,0.01,30.3936,50,30.3875,450,0.06,0.2,0.0300279,1,0.05,0.030176,0.3,0.006,0.0310034,100,1,0.0295392,0.003,0.05,0.00619442
89,21.1048,4.65252,65.2663,3.36664,2.65352,148.782,1.20731,580.601,-5.312e-05,1.70025,-0.000192909,14.1973,-0.00150553,0.180448,-0.000413439,3.04363,-0.000182108,101.407,0.00143351,0.600957,-5.312e-05,30.4247,-0.00501897,2.96633,0.00532438,0.869835,0.00215757,0.0462276,-0.000126579,0.323005,-0.000711388,0.0732046,4.42094e-06,0.47888,-0.000116015,0.337471,-9.7911e-05,1.83717,-1.84017e-05,17.4449,-0.00151479,3.62028,-0.00061315,35.1356,-0.0036052,29.3144,-0.00196438,1.14455,0.000286562,81.6788,0.00551092,1.77807,9.76304e-05,0.003,0.06,5.312e-05,0.01,0.06,0.000553348,0.03,0.0045,-0.00160422,0.0015,0.0001,2.60057e-05,0.09,0.6,0.329002,6,0.06,0.328997,0.3,0.0009,0.28502,340,1.7,0.329288,0.003,0.1,0.0303604,0.3,0.0009,0.0291834,0.01,0.0214,0.00129294,0.01,0.1,0.000783954,0.12,0.00024,0.0150262,0.003,0.1,-0.0347065,0.03,0.064,-0.00191791,0.1,0.021,0.0150727,0.009,0.0429,0.0136353,1,0.03,0.00143351,1,0.01,30.3885,50,30.3827,450,0.06,0.2,0.0299508,1,0.05,0.0300774,0.3,0.006,0.0307887,100,1,0.0295373,0.003,0.05,0.00587773
90,21.1162,4.65961,65.2607,3.36581,2.65329,148.782,1.20932,580.601,-5.13576e-05,1.70006,-0.000183468,14.1958,-0.00142803,0.180067,-0.000349311,3.04347,-0.00015567,101.408,0.00122519,0.600904,-5.13576e-05,30.4197,-0.00483069,2.97152,0.00505472,0.871941,0.00205543,0.0461105,-0.000108183,0.322345,-0.000612022,0.073209,4.33756e-06,0.478767,-0.000110458,0.337376,-9.13107e-05,1.83715,-1.58481e-05,17.4434,-0.00146267,3.61968,-0.000588968,35.1321,-0.00342357,29.3125,-0.00187332,1.14484,0.000276793,81.6842,0.00523338,1.77816,9.26702e-05,0.003,0.06,5.13576e-05,0.01,0.06,0.000522061,0.03,0.0045,-0.00153337,0.0015,0.0001,2.58492e-05,0.09,0.6,0.329029,6,0.06,0.329025,0.3,0.0009,0.285042,340,1.7,0.329306,0.003,0.1,0.0303629,0.3,0.0009,0.0291799,0.01,0.0214,0.0012934,0.01,0.1,0.000757013,0.12,0.00024,0.0150207,0.003,0.1,-0.0344858,0.03,0.064,-0.00188228,0.1,0.021,0.0150118,0.009,0.0429,0.013636,1,0.03,0.00122519,1,0.01,30.3835,50,30.3779,450,0.06,0.2,0.0298851,1,0.05,0.0299932,0.3,0.006,0.0306053,100,1,0.0295357,0.003,0.05,0.00557678
91,21.1272,4.66634,65.2553,3.3651,2.65308,148.782,1.21123,580.601,-4.95531e-05,1.69989,-0.000174477,14.1944,-0.00135469,0.179746,-0.000294699,3.04332,-0.000133069,101.409,0.00104711,0.600854,-4.95531e-05,30.415,-0.00464268,2.97645,0.00479887,0.873947,0.00195781,0.0460104,-9.24602e-05,0.321777,-0.000526884,0.0732132,4.23782e-06,0.478659,-0.000105154,0.337288,-8.5357e-05,1.83714,-1.36992e-05,17.442,-0.00140972,3.6191,-0.000565051,35.1287,-0.00325106,29.3106,-0.00178595,1.14511,0.000266853,81.6893,0.00497013,1.77825,8.79674e-05,0.003,0.06,4.95531e-05,0.01,0.06,0.00049196,0.03,0.0045,-0.00146585,0.0015,0.0001,2.57e-05,0.09,0.6,0.329056,6,0.06,0.329051,0.3,0.0009,0.285063,340,1.7,0.329322,0.003,0.1,0.0303654,0.3,0.0009,0.0291767,0.01,0.0214,0.00129381,0.01,0.1,0.000729635,0.12,0.00024,0.0150158,0.003,0.1,-0.0342758,0.03,0.064,-0.00184803,0.1,0.021,0.0149537,0.009,0.0429,0.0136366,1,0.03,0.00104711,1,0.01,30.3788,50,30.3734,450,0.06,0.2,0.0298291,1,0.05,0.0299215,0.3,0.006,0.0304484,100,1,0.0295344,0.003,0.05,0.00529083
92,21.1377,4.67274,65.2502,3.36449,2.65288,148.781,1.21306,580.601,-4.77277e-05,1.69971,-0.000165918,14.1931,-0.00128526,0.179475,-0.00024821,3.0432,-0.000113747,101.41,0.000894899,0.600805,-4.77277e-05,30.4104,-0.00445626,2.98113,0.0045561,0.875858,0.00186455,0.0459248,-7.90231e-05,0.321287,-0.000453919,0.0732174,4.12567e-06,0.478556,-0.000100093,0.337205,-7.99608e-05,1.83712,-1.18859e-05,17.4406,-0.00135648,3.61855,-0.000541524,35.1256,-0.00308723,29.3089,-0.00170218,1.14537,0.000256848,81.6941,0.00472038,1.77834,8.3508e-05,0.003,0.06,4.77277e-05,0.01,0.06,0.000463024,0.03,0.0045,-0.00140153,0.0015,0.0001,2.55577e-05,0.09,0.6,0.329081,6,0.06,0.329077,0.3,0.0009,0.285084,340,1.7,0.329338,0.003,0.1,0.0303678,0.3,0.0009,0.0291737,0.01,0.0214,0.00129416,0.01,0.1,0.000702101,0.12,0.00024,0.0150113,0.003,0.1,-0.0340761,0.03,0.064,-0.00181513,0.1,0.021,0.0148983,0.009,0.0429,0.0136372,1,0.03,0.000894899,1,0.01,30.3743,50,30.3691,450,0.06,0.2,0.0297814,1,0.05,0.0298605,0.3,0.006,0.0303144,100,1,0.0295332,0.003,0.05,0.00501912
93,21.1478,4.67883,65.2454,3.36396,2.6527,148.781,1.21481,580.601,-4.58987e-05,1.69955,-0.000157769,14.1919,-0.00121953,0.179247,-0.000208651,3.04309,-9.72305e-05,101.411,0.000764791,0.600758,-4.58987e-05,30.4061,-0.00427252,2.98557,0.00432574,0.877677,0.00177548,0.0458517,-6.75385e-05,0.320865,-0.000391371,0.0732215,4.00439e-06,0.478459,-9.5264e-05,0.337128,-7.50473e-05,1.83711,-1.03516e-05,17.4393,-0.00130339,3.61802,-0.000518486,35.1225,-0.00293166,29.3072,-0.00162194,1.14562,0.000246864,81.6987,0.0044834,1.77842,7.92788e-05,0.003,0.06,4.58987e-05,0.01,0.06,0.00043523,0.03,0.0045,-0.00134025,0.0015,0.0001,2.54222e-05,0.09,0.6,0.329106,6,0.06,0.329102,0.3,0.0009,0.285105,340,1.7,0.329353,0.003,0.1,0.0303702,0.3,0.0009,0.029171,0.01,0.0214,0.00129447,0.01,0.1,0.000674645,0.12,0.00024,0.0150072,0.003,0.1,-0.0338862,0.03,0.064,-0.00178356,0.1,0.021,0.0148455,0.009,0.0429,0.0136376,1,0.03,0.000764791,1,0.01,30.3699,50,30.365,450,0.06,0.2,0.0297409,1,0.05,0.0298084,0.3,0.006,0.0301998,100,1,0.0295322,0.003,0.05,0.00476097
94,21.1575,4.68461,65.2407,3.3635,2.65252,148.781,1.21647,580.601,-4.40803e-05,1.6994,-0.000150013,14.1907,-0.00115728,0.179056,-0.000175008,3.043,-8.31117e-05,101.412,0.000653579,0.600713,-4.40803e-05,30.4019,-0.00409228,2.98978,0.00410715,0.87941,0.00169044,0.0457892,-5.77228e-05,0.320502,-0.000337736,0.0732254,3.8766e-06,0.478366,-9.06565e-05,0.337055,-7.05538e-05,1.8371,-9.04993e-06,17.438,-0.00125082,3.61751,-0.000496014,35.1197,-0.00278395,29.3056,-0.00154514,1.14586,0.000236968,81.7031,0.0042585,1.7785,7.52676e-05,0.003,0.06,4.40803e-05,0.01,0.06,0.000408551,0.03,0.0045,-0.00128189,0.0015,0.0001,2.52931e-05,0.09,0.6,0.32913,6,0.06,0.329126,0.3,0.0009,0.285125,340,1.7,0.329367,0.003,0.1,0.0303725,0.3,0.0009,0.0291684,0.01,0.0214,0.00129474,0.01,0.1,0.000647452,0.12,0.00024,0.0150034,0.003,0.1,-0.0337057,0.03,0.064,-0.00175327,0.1,0.021,0.0147952,0.009,0.0429,0.0136381,1,0.03,0.000653579,1,0.01,30.3657,50,30.361,450,0.06,0.2,0.0297064,1,0.05,0.0297641,0.3,0.006,0.0301019,100,1,0.0295314,0.003,0.05,0.0045157
95,21.1668,4.69011,65.2364,3.36311,2.65236,148.781,1.21805,580.601,-4.22837e-05,1.69925,-0.000142632,14.1895,-0.00109831,0.178896,-0.000146413,3.04293,-7.1043e-05,101.412,0.000558521,0.60067,-4.22837e-05,30.3979,-0.00391622,2.99378,0.00389973,0.88106,0.00160927,0.0457358,-4.93332e-05,0.320187,-0.000291731,0.0732292,3.74453e-06,0.478277,-8.62613e-05,0.336987,-6.64276e-05,1.83709,-7.9428e-06,17.4368,-0.00119906,3.61703,-0.000474166,35.117,-0.0026437,29.3041,-0.00147167,1.1461,0.000227217,81.7072,0.00404504,1.77857,7.14627e-05,0.003,0.06,4.22837e-05,0.01,0.06,0.00038296,0.03,0.0045,-0.00122631,0.0015,0.0001,2.51701e-05,0.09,0.6,0.329154,6,0.06,0.32915,0.3,0.0009,0.285145,340,1.7,0.329381,0.003,0.1,0.0303748,0.3,0.0009,0.0291661,0.01,0.0214,0.00129499,0.01,0.1,0.000620671,0.12,0.00024,0.0149999,0.003,0.1,-0.033534,0.03,0.064,-0.00172424,0.1,0.021,0.0147473,0.009,0.0429,0.0136385,1,0.03,0.000558521,1,0.01,30.3617,50,30.3572,450,0.06,0.2,0.0296771,1,0.05,0.0297264,0.3,0.006,0.0300181,100,1,0.0295307,0.003,0.05,0.00428269
96,21.1756,4.69533,65.2322,3.36278,2.6522,148.78,1.21955,580.601,-4.05179e-05,1.69911,-0.000135609,14.1885,-0.00104244,0.178762,-0.000122126,3.04286,-6.0727e-05,101.413,0.000477271,0.600629,-4.05179e-05,30.3941,-0.00374482,2.99758,0.0037029,0.88263,0.00153182,0.0456901,-4.21626e-05,0.319916,-0.000252256,0.0732329,3.61e-06,0.478193,-8.20697e-05,0.336922,-6.26243e-05,1.83709,-6.99845e-06,17.4356,-0.00114832,3.61656,-0.000452983,35.1144,-0.00251054,29.3027,-0.00140144,1.14632,0.000217654,81.7112,0.00384241,1.77864,6.78531e-05,0.003,0.06,4.05179e-05,0.01,0.06,0.000358426,0.03,0.0045,-0.00117339,0.0015,0.0001,2.5053e-05,0.09,0.6,0.329176,6,0.06,0.329172,0.3,0.0009,0.285164,340,1.7,0.329394,0.003,0.1,0.030377,0.3,0.0009,0.0291639,0.01,0.0214,0.0012952,0.01,0.1,0.00059442,0.12,0.00024,0.0149966,0.003,0.1,-0.0333708,0.03,0.064,-0.00169643,0.1,0.021,0.0147016,0.009,0.0429,0.0136388,1,0.03,0.000477271,1,0.01,30.3579,50,30.3536,450,0.06,0.2,0.0296522,1,0.05,0.0296943,0.3,0.006,0.0299466,100,1,0.02953,0.003,0.05,0.00406133
