environment | time (minute),GAP | GAP (dimensionless) | Run #1,GAP | GAP (dimensionless) | Run #2,GAP | GAP' (dimensionless/minute) | Run #1,GAP | GAP' (dimensionless/minute) | Run #2,Ras_GAP | Ras_GAP (dimensionless) | Run #1,Ras_GAP | Ras_GAP (dimensionless) | Run #2,Ras_GAP | Ras_GAP' (dimensionless/minute) | Run #1,Ras_GAP | Ras_GAP' (dimensionless/minute) | Run #2,Ras_Raf | Ras_Raf (dimensionless) | Run #1,Ras_Raf | Ras_Raf (dimensionless) | Run #2,Ras_Raf | Ras_Raf' (dimensionless/minute) | Run #1,Ras_Raf | Ras_Raf' (dimensionless/minute) | Run #2,Ras_ShcGS | Ras_ShcGS (dimensionless) | Run #1,Ras_ShcGS | Ras_ShcGS (dimensionless) | Run #2,Ras_ShcGS | Ras_ShcGS' (dimensionless/minute) | Run #1,Ras_ShcGS | Ras_ShcGS' (dimensionless/minute) | Run #2,RasGDP | RasGDP (dimensionless) | Run #1,RasGDP | RasGDP (dimensionless) | Run #2,RasGDP | RasGDP' (dimensionless/minute) | Run #1,RasGDP | RasGDP' (dimensionless/minute) | Run #2,RasGTP | RasGTP (dimensionless) | Run #1,RasGTP | RasGTP (dimensionless) | Run #2,RasGTP | RasGTP' (dimensionless/minute) | Run #1,RasGTP | RasGTP' (dimensionless/minute) | Run #2,ShcGS | ShcGS (dimensionless) | Run #1,ShcGS | ShcGS (dimensionless) | Run #2,ShcGS | ShcGS' (dimensionless/minute) | Run #1,ShcGS | ShcGS' (dimensionless/minute) | Run #2,v12 | k12 (first_order_rate_constant) | Run #1,v12 | k12 (first_order_rate_constant) | Run #2,v12 | kn12 (first_order_rate_constant) | Run #1,v12 | kn12 (first_order_rate_constant) | Run #2,v12 | v12 (first_order_rate_constant) | Run #1,v12 | v12 (first_order_rate_constant) | Run #2,v13 | k_13 (first_order_rate_constant) | Run #1,v13 | k_13 (first_order_rate_constant) | Run #2,v13 | v13 (first_order_rate_constant) | Run #1,v13 | v13 (first_order_rate_constant) | Run #2,v14 | k14 (first_order_rate_constant) | Run #1,v14 | k14 (first_order_rate_constant) | Run #2,v14 | kn14 (first_order_rate_constant) | Run #1,v14 | kn14 (first_order_rate_constant) | Run #2,v14 | v14 (first_order_rate_constant) | Run #1,v14 | v14 (first_order_rate_constant) | Run #2,v15 | k15 (first_order_rate_constant) | Run #1,v15 | k15 (first_order_rate_constant) | Run #2,v15 | v15 (first_order_rate_constant) | Run #1,v15 | v15 (first_order_rate_constant) | Run #2,v16 | k16 (first_order_rate_constant) | Run #1,v16 | k16 (first_order_rate_constant) | Run #2,v16 | kn16 (first_order_rate_constant) | Run #1,v16 | kn16 (first_order_rate_constant) | Run #2,v16 | v16 (first_order_rate_constant) | Run #1,v16 | v16 (first_order_rate_constant) | Run #2
0.384,15000,15000,1.37404e-05,1.37404e-05,4.99401e-06,4.99401e-06,-1.37404e-05,-1.37404e-05,0.00114617,0.00114617,-0.00343846,-0.00343846,0,0,0,0,20000,20000,0.00359569,0.00359569,5.17545e-05,5.17545e-05,-0.000143487,-0.000143487,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00358195,0.00358195,720,720,0.00359569,0.00359569,0.0012,0.0012,3,3,-0.00343846,-0.00343846
0.385,15000,15000,1.37192e-05,1.37192e-05,4.97934e-06,4.97934e-06,-1.37192e-05,-1.37192e-05,0.00114274,0.00114274,-0.00342816,-0.00342816,0,0,0,0,20000,20000,0.00358513,0.00358513,5.16022e-05,5.16022e-05,-0.000143247,-0.000143247,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00357141,0.00357141,720,720,0.00358513,0.00358513,0.0012,0.0012,3,3,-0.00342816,-0.00342816
0.386,15000,15000,1.37017e-05,1.37017e-05,4.96477e-06,4.96477e-06,-1.37017e-05,-1.37017e-05,0.00113932,0.00113932,-0.00341789,-0.00341789,0,0,0,0,20000,20000,0.00357463,0.00357463,5.14509e-05,5.14509e-05,-0.000143042,-0.000143042,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00356093,0.00356093,720,720,0.00357463,0.00357463,0.0012,0.0012,3,3,-0.00341789,-0.00341789
0.387,15000,15000,1.36879e-05,1.36879e-05,4.9503e-06,4.9503e-06,-1.36879e-05,-1.36879e-05,0.0011359,0.0011359,-0.00340765,-0.00340765,0,0,0,0,20000,20000,0.00356421,0.00356421,5.13006e-05,5.13006e-05,-0.000142872,-0.000142872,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00355052,0.00355052,720,720,0.00356421,0.00356421,0.0012,0.0012,3,3,-0.00340765,-0.00340765
0.388,15000,15000,1.36781e-05,1.36781e-05,4.93592e-06,4.93592e-06,-1.36781e-05,-1.36781e-05,0.0011325,0.0011325,-0.00339745,-0.00339745,0,0,0,0,20000,20000,0.00355386,0.00355386,5.11512e-05,5.11512e-05,-0.00014274,-0.00014274,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00354019,0.00354019,720,720,0.00355386,0.00355386,0.0012,0.0012,3,3,-0.00339745,-0.00339745
0.389,15000,15000,1.36724e-05,1.36724e-05,4.92165e-06,4.92165e-06,-1.36724e-05,-1.36724e-05,0.00112911,0.00112911,-0.00338727,-0.00338727,0,0,0,0,20000,20000,0.00354359,0.00354359,5.10029e-05,5.10029e-05,-0.000142647,-0.000142647,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00352992,0.00352992,720,720,0.00354359,0.00354359,0.0012,0.0012,3,3,-0.00338727,-0.00338727
0.39,15000,15000,1.3671e-05,1.3671e-05,4.90748e-06,4.90748e-06,-1.3671e-05,-1.3671e-05,0.00112573,0.00112573,-0.00337712,-0.00337712,0,0,0,0,20000,20000,0.00353339,0.00353339,5.08555e-05,5.08555e-05,-0.000142595,-0.000142595,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00351972,0.00351972,720,720,0.00353339,0.00353339,0.0012,0.0012,3,3,-0.00337712,-0.00337712
0.391,15000,15000,1.36741e-05,1.36741e-05,4.89342e-06,4.89342e-06,-1.36741e-05,-1.36741e-05,0.00112236,0.00112236,-0.00336701,-0.00336701,0,0,0,0,20000,20000,0.00352327,0.00352327,5.07093e-05,5.07093e-05,-0.000142585,-0.000142585,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00350959,0.00350959,720,720,0.00352327,0.00352327,0.0012,0.0012,3,3,-0.00336701,-0.00336701
0.392,15000,15000,1.36819e-05,1.36819e-05,4.87948e-06,4.87948e-06,-1.36819e-05,-1.36819e-05,0.00111899,0.00111899,-0.00335692,-0.00335692,0,0,0,0,20000,20000,0.00351322,0.00351322,5.05641e-05,5.05641e-05,-0.00014262,-0.00014262,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00349954,0.00349954,720,720,0.00351322,0.00351322,0.0012,0.0012,3,3,-0.00335692,-0.00335692
0.393,15000,15000,1.36945e-05,1.36945e-05,4.86564e-06,4.86564e-06,-1.36945e-05,-1.36945e-05,0.00111564,0.00111564,-0.00334686,-0.00334686,0,0,0,0,20000,20000,0.00350326,0.00350326,5.04201e-05,5.04201e-05,-0.000142701,-0.000142701,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00348957,0.00348957,720,720,0.00350326,0.00350326,0.0012,0.0012,3,3,-0.00334686,-0.00334686
0.394,15000,15000,1.37008e-05,1.37008e-05,4.85175e-06,4.85175e-06,-1.37008e-05,-1.37008e-05,0.0011123,0.0011123,-0.00333684,-0.00333684,0,0,0,0,20000,20000,0.00349326,0.00349326,5.02756e-05,5.02756e-05,-0.000142722,-0.000142722,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00347956,0.00347956,720,720,0.00349326,0.00349326,0.0012,0.0012,3,3,-0.00333684,-0.00333684
0.395,15000,15000,1.36897e-05,1.36897e-05,4.83766e-06,4.83766e-06,-1.36897e-05,-1.36897e-05,0.00110897,0.00110897,-0.00332684,-0.00332684,0,0,0,0,20000,20000,0.00348311,0.00348311,5.01291e-05,5.01291e-05,-0.000142579,-0.000142579,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00346942,0.00346942,720,720,0.00348311,0.00348311,0.0012,0.0012,3,3,-0.00332684,-0.00332684
0.396,15000,15000,1.36792e-05,1.36792e-05,4.82361e-06,4.82361e-06,-1.36792e-05,-1.36792e-05,0.00110565,0.00110565,-0.00331688,-0.00331688,0,0,0,0,20000,20000,0.003473,0.003473,4.99831e-05,4.99831e-05,-0.000142441,-0.000142441,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00345932,0.00345932,720,720,0.003473,0.003473,0.0012,0.0012,3,3,-0.00331688,-0.00331688
0.397,15000,15000,1.36693e-05,1.36693e-05,4.80961e-06,4.80961e-06,-1.36693e-05,-1.36693e-05,0.00110233,0.00110233,-0.00330694,-0.00330694,0,0,0,0,20000,20000,0.00346292,0.00346292,4.98377e-05,4.98377e-05,-0.000142309,-0.000142309,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00344925,0.00344925,720,720,0.00346292,0.00346292,0.0012,0.0012,3,3,-0.00330694,-0.00330694
0.398,15000,15000,1.36598e-05,1.36598e-05,4.79566e-06,4.79566e-06,-1.36598e-05,-1.36598e-05,0.00109903,0.00109903,-0.00329704,-0.00329704,0,0,0,0,20000,20000,0.00345288,0.00345288,4.96928e-05,4.96928e-05,-0.000142181,-0.000142181,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00343922,0.00343922,720,720,0.00345288,0.00345288,0.0012,0.0012,3,3,-0.00329704,-0.00329704
0.399,15000,15000,1.36507e-05,1.36507e-05,4.78176e-06,4.78176e-06,-1.36507e-05,-1.36507e-05,0.00109574,0.00109574,-0.00328716,-0.00328716,0,0,0,0,20000,20000,0.00344287,0.00344287,4.95483e-05,4.95483e-05,-0.000142057,-0.000142057,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00342922,0.00342922,720,720,0.00344287,0.00344287,0.0012,0.0012,3,3,-0.00328716,-0.00328716
0.4,15000,15000,1.36419e-05,1.36419e-05,4.7679e-06,4.7679e-06,-1.36419e-05,-1.36419e-05,0.00109246,0.00109246,-0.00327731,-0.00327731,0,0,0,0,20000,20000,0.00343289,0.00343289,4.94043e-05,4.94043e-05,-0.000141935,-0.000141935,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00341925,0.00341925,720,720,0.00343289,0.00343289,0.0012,0.0012,3,3,-0.00327731,-0.00327731
0.401,15000,15000,1.36331e-05,1.36331e-05,4.75409e-06,4.75409e-06,-1.36331e-05,-1.36331e-05,0.00108919,0.00108919,-0.0032675,-0.0032675,0,0,0,0,20000,20000,0.00342295,0.00342295,4.92608e-05,4.92608e-05,-0.000141815,-0.000141815,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00340931,0.00340931,720,720,0.00342295,0.00342295,0.0012,0.0012,3,3,-0.0032675,-0.0032675
0.402,15000,15000,1.36244e-05,1.36244e-05,4.74032e-06,4.74032e-06,-1.36244e-05,-1.36244e-05,0.00108592,0.00108592,-0.00325771,-0.00325771,0,0,0,0,20000,20000,0.00341303,0.00341303,4.91176e-05,4.91176e-05,-0.000141695,-0.000141695,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0033994,0.0033994,720,720,0.00341303,0.00341303,0.0012,0.0012,3,3,-0.00325771,-0.00325771
0.403,15000,15000,1.36157e-05,1.36157e-05,4.72658e-06,4.72658e-06,-1.36157e-05,-1.36157e-05,0.00108267,0.00108267,-0.00324795,-0.00324795,0,0,0,0,20000,20000,0.00340314,0.00340314,4.89749e-05,4.89749e-05,-0.000141575,-0.000141575,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00338953,0.00338953,720,720,0.00340314,0.00340314,0.0012,0.0012,3,3,-0.00324795,-0.00324795
0.404,15000,15000,1.36067e-05,1.36067e-05,4.71289e-06,4.71289e-06,-1.36067e-05,-1.36067e-05,0.00107943,0.00107943,-0.00323822,-0.00323822,0,0,0,0,20000,20000,0.00339328,0.00339328,4.88326e-05,4.88326e-05,-0.000141452,-0.000141452,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00337967,0.00337967,720,720,0.00339328,0.00339328,0.0012,0.0012,3,3,-0.00323822,-0.00323822
0.405,15000,15000,1.35974e-05,1.35974e-05,4.69923e-06,4.69923e-06,-1.35974e-05,-1.35974e-05,0.00107619,0.00107619,-0.00322852,-0.00322852,0,0,0,0,20000,20000,0.00338345,0.00338345,4.86907e-05,4.86907e-05,-0.000141327,-0.000141327,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00336985,0.00336985,720,720,0.00338345,0.00338345,0.0012,0.0012,3,3,-0.00322852,-0.00322852
0.406,15000,15000,1.35877e-05,1.35877e-05,4.68561e-06,4.68561e-06,-1.35877e-05,-1.35877e-05,0.00107297,0.00107297,-0.00321885,-0.00321885,0,0,0,0,20000,20000,0.00337364,0.00337364,4.85491e-05,4.85491e-05,-0.000141198,-0.000141198,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00336005,0.00336005,720,720,0.00337364,0.00337364,0.0012,0.0012,3,3,-0.00321885,-0.00321885
0.407,15000,15000,1.35774e-05,1.35774e-05,4.67201e-06,4.67201e-06,-1.35774e-05,-1.35774e-05,0.00106976,0.00106976,-0.00320921,-0.00320921,0,0,0,0,20000,20000,0.00336385,0.00336385,4.84079e-05,4.84079e-05,-0.000141064,-0.000141064,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00335027,0.00335027,720,720,0.00336385,0.00336385,0.0012,0.0012,3,3,-0.00320921,-0.00320921
0.408,15000,15000,1.35665e-05,1.35665e-05,4.65845e-06,4.65845e-06,-1.35665e-05,-1.35665e-05,0.00106655,0.00106655,-0.0031996,-0.0031996,0,0,0,0,20000,20000,0.00335408,0.00335408,4.8267e-05,4.8267e-05,-0.000140923,-0.000140923,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00334052,0.00334052,720,720,0.00335408,0.00335408,0.0012,0.0012,3,3,-0.0031996,-0.0031996
0.409,15000,15000,1.35547e-05,1.35547e-05,4.64492e-06,4.64492e-06,-1.35547e-05,-1.35547e-05,0.00106336,0.00106336,-0.00319001,-0.00319001,0,0,0,0,20000,20000,0.00334434,0.00334434,4.81264e-05,4.81264e-05,-0.000140774,-0.000140774,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00333079,0.00333079,720,720,0.00334434,0.00334434,0.0012,0.0012,3,3,-0.00319001,-0.00319001
0.41,15000,15000,1.35419e-05,1.35419e-05,4.63141e-06,4.63141e-06,-1.35419e-05,-1.35419e-05,0.00106017,0.00106017,-0.00318046,-0.00318046,0,0,0,0,20000,20000,0.00333461,0.00333461,4.79861e-05,4.79861e-05,-0.000140617,-0.000140617,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00332107,0.00332107,720,720,0.00333461,0.00333461,0.0012,0.0012,3,3,-0.00318046,-0.00318046
0.411,15000,15000,1.35281e-05,1.35281e-05,4.61792e-06,4.61792e-06,-1.35281e-05,-1.35281e-05,0.001057,0.001057,-0.00317093,-0.00317093,0,0,0,0,20000,20000,0.00332491,0.00332491,4.7846e-05,4.7846e-05,-0.000140449,-0.000140449,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00331138,0.00331138,720,720,0.00332491,0.00332491,0.0012,0.0012,3,3,-0.00317093,-0.00317093
0.412,15000,15000,1.3513e-05,1.3513e-05,4.60446e-06,4.60446e-06,-1.3513e-05,-1.3513e-05,0.00105383,0.00105383,-0.00316143,-0.00316143,0,0,0,0,20000,20000,0.00331521,0.00331521,4.77062e-05,4.77062e-05,-0.00014027,-0.00014027,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.0033017,0.0033017,720,720,0.00331521,0.00331521,0.0012,0.0012,3,3,-0.00316143,-0.00316143
0.413,15000,15000,1.34966e-05,1.34966e-05,4.59102e-06,4.59102e-06,-1.34966e-05,-1.34966e-05,0.00105067,0.00105067,-0.00315196,-0.00315196,0,0,0,0,20000,20000,0.00330553,0.00330553,4.75667e-05,4.75667e-05,-0.000140078,-0.000140078,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00329204,0.00329204,720,720,0.00330553,0.00330553,0.0012,0.0012,3,3,-0.00315196,-0.00315196
0.414,15000,15000,1.34786e-05,1.34786e-05,4.57759e-06,4.57759e-06,-1.34786e-05,-1.34786e-05,0.00104753,0.00104753,-0.00314252,-0.00314252,0,0,0,0,20000,20000,0.00329587,0.00329587,4.74273e-05,4.74273e-05,-0.000139871,-0.000139871,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00328239,0.00328239,720,720,0.00329587,0.00329587,0.0012,0.0012,3,3,-0.00314252,-0.00314252
0.415,15000,15000,1.3459e-05,1.3459e-05,4.56418e-06,4.56418e-06,-1.3459e-05,-1.3459e-05,0.00104439,0.00104439,-0.00313311,-0.00313311,0,0,0,0,20000,20000,0.00328621,0.00328621,4.72881e-05,4.72881e-05,-0.000139649,-0.000139649,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00327275,0.00327275,720,720,0.00328621,0.00328621,0.0012,0.0012,3,3,-0.00313311,-0.00313311
0.416,15000,15000,1.34376e-05,1.34376e-05,4.55079e-06,4.55079e-06,-1.34376e-05,-1.34376e-05,0.00104126,0.00104126,-0.00312372,-0.00312372,0,0,0,0,20000,20000,0.00327657,0.00327657,4.7149e-05,4.7149e-05,-0.00013941,-0.00013941,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00326313,0.00326313,720,720,0.00327657,0.00327657,0.0012,0.0012,3,3,-0.00312372,-0.00312372
0.417,15000,15000,1.34141e-05,1.34141e-05,4.5374e-06,4.5374e-06,-1.34141e-05,-1.34141e-05,0.00103814,0.00103814,-0.00311436,-0.00311436,0,0,0,0,20000,20000,0.00326693,0.00326693,4.70101e-05,4.70101e-05,-0.000139152,-0.000139152,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00325351,0.00325351,720,720,0.00326693,0.00326693,0.0012,0.0012,3,3,-0.00311436,-0.00311436
0.418,15000,15000,1.33886e-05,1.33886e-05,4.52402e-06,4.52402e-06,-1.33886e-05,-1.33886e-05,0.00103503,0.00103503,-0.00310503,-0.00310503,0,0,0,0,20000,20000,0.0032573,0.0032573,4.68713e-05,4.68713e-05,-0.000138873,-0.000138873,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00324391,0.00324391,720,720,0.0032573,0.0032573,0.0012,0.0012,3,3,-0.00310503,-0.00310503
0.419,15000,15000,1.33661e-05,1.33661e-05,4.51073e-06,4.51073e-06,-1.33661e-05,-1.33661e-05,0.00103193,0.00103193,-0.00309573,-0.00309573,0,0,0,0,20000,20000,0.00324772,0.00324772,4.67334e-05,4.67334e-05,-0.000138625,-0.000138625,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00323436,0.00323436,720,720,0.00324772,0.00324772,0.0012,0.0012,3,3,-0.00309573,-0.00309573
0.42,15000,15000,1.33498e-05,1.33498e-05,4.49756e-06,4.49756e-06,-1.33498e-05,-1.33498e-05,0.00102884,0.00102884,-0.00308646,-0.00308646,0,0,0,0,20000,20000,0.00323824,0.00323824,4.65966e-05,4.65966e-05,-0.000138435,-0.000138435,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00322489,0.00322489,720,720,0.00323824,0.00323824,0.0012,0.0012,3,3,-0.00308646,-0.00308646
0.421,15000,15000,1.33329e-05,1.33329e-05,4.48443e-06,4.48443e-06,-1.33329e-05,-1.33329e-05,0.00102576,0.00102576,-0.00307721,-0.00307721,0,0,0,0,20000,20000,0.00322879,0.00322879,4.64603e-05,4.64603e-05,-0.000138239,-0.000138239,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00321545,0.00321545,720,720,0.00322879,0.00322879,0.0012,0.0012,3,3,-0.00307721,-0.00307721
0.422,15000,15000,1.33153e-05,1.33153e-05,4.47132e-06,4.47132e-06,-1.33153e-05,-1.33153e-05,0.00102268,0.00102268,-0.003068,-0.003068,0,0,0,0,20000,20000,0.00321935,0.00321935,4.63242e-05,4.63242e-05,-0.000138036,-0.000138036,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00320603,0.00320603,720,720,0.00321935,0.00321935,0.0012,0.0012,3,3,-0.003068,-0.003068
0.423,15000,15000,1.32969e-05,1.32969e-05,4.45824e-06,4.45824e-06,-1.32969e-05,-1.32969e-05,0.00101962,0.00101962,-0.00305881,-0.00305881,0,0,0,0,20000,20000,0.00320993,0.00320993,4.61884e-05,4.61884e-05,-0.000137827,-0.000137827,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00319663,0.00319663,720,720,0.00320993,0.00320993,0.0012,0.0012,3,3,-0.00305881,-0.00305881
0.424,15000,15000,1.32777e-05,1.32777e-05,4.44518e-06,4.44518e-06,-1.32777e-05,-1.32777e-05,0.00101657,0.00101657,-0.00304964,-0.00304964,0,0,0,0,20000,20000,0.00320053,0.00320053,4.60529e-05,4.60529e-05,-0.00013761,-0.00013761,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00318725,0.00318725,720,720,0.00320053,0.00320053,0.0012,0.0012,3,3,-0.00304964,-0.00304964
0.425,15000,15000,1.32577e-05,1.32577e-05,4.43216e-06,4.43216e-06,-1.32577e-05,-1.32577e-05,0.00101352,0.00101352,-0.00304051,-0.00304051,0,0,0,0,20000,20000,0.00319115,0.00319115,4.59176e-05,4.59176e-05,-0.000137385,-0.000137385,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00317789,0.00317789,720,720,0.00319115,0.00319115,0.0012,0.0012,3,3,-0.00304051,-0.00304051
0.426,15000,15000,1.32368e-05,1.32368e-05,4.41915e-06,4.41915e-06,-1.32368e-05,-1.32368e-05,0.00101049,0.00101049,-0.0030314,-0.0030314,0,0,0,0,20000,20000,0.00318179,0.00318179,4.57827e-05,4.57827e-05,-0.000137152,-0.000137152,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00316855,0.00316855,720,720,0.00318179,0.00318179,0.0012,0.0012,3,3,-0.0030314,-0.0030314
0.427,15000,15000,1.3215e-05,1.3215e-05,4.40618e-06,4.40618e-06,-1.3215e-05,-1.3215e-05,0.00100746,0.00100746,-0.00302232,-0.00302232,0,0,0,0,20000,20000,0.00317245,0.00317245,4.5648e-05,4.5648e-05,-0.00013691,-0.00013691,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00315923,0.00315923,720,720,0.00317245,0.00317245,0.0012,0.0012,3,3,-0.00302232,-0.00302232
0.428,15000,15000,1.31922e-05,1.31922e-05,4.39322e-06,4.39322e-06,-1.31922e-05,-1.31922e-05,0.00100444,0.00100444,-0.00301327,-0.00301327,0,0,0,0,20000,20000,0.00316312,0.00316312,4.55136e-05,4.55136e-05,-0.00013666,-0.00013666,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00314993,0.00314993,720,720,0.00316312,0.00316312,0.0012,0.0012,3,3,-0.00301327,-0.00301327
0.429,15000,15000,1.31684e-05,1.31684e-05,4.38029e-06,4.38029e-06,-1.31684e-05,-1.31684e-05,0.00100143,0.00100143,-0.00300424,-0.00300424,0,0,0,0,20000,20000,0.00315381,0.00315381,4.53794e-05,4.53794e-05,-0.000136399,-0.000136399,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00314064,0.00314064,720,720,0.00315381,0.00315381,0.0012,0.0012,3,3,-0.00300424,-0.00300424
0.43,15000,15000,1.31435e-05,1.31435e-05,4.36738e-06,4.36738e-06,-1.31435e-05,-1.31435e-05,0.000998432,0.000998432,-0.00299524,-0.00299524,0,0,0,0,20000,20000,0.00314451,0.00314451,4.52455e-05,4.52455e-05,-0.000136129,-0.000136129,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00313137,0.00313137,720,720,0.00314451,0.00314451,0.0012,0.0012,3,3,-0.00299524,-0.00299524
0.431,15000,15000,1.31175e-05,1.31175e-05,4.35449e-06,4.35449e-06,-1.31175e-05,-1.31175e-05,0.000995441,0.000995441,-0.00298627,-0.00298627,0,0,0,0,20000,20000,0.00313524,0.00313524,4.51118e-05,4.51118e-05,-0.000135848,-0.000135848,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00312212,0.00312212,720,720,0.00313524,0.00313524,0.0012,0.0012,3,3,-0.00298627,-0.00298627
0.432,15000,15000,1.30904e-05,1.30904e-05,4.34163e-06,4.34163e-06,-1.30904e-05,-1.30904e-05,0.00099246,0.00099246,-0.00297732,-0.00297732,0,0,0,0,20000,20000,0.00312597,0.00312597,4.49784e-05,4.49784e-05,-0.000135556,-0.000135556,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00311288,0.00311288,720,720,0.00312597,0.00312597,0.0012,0.0012,3,3,-0.00297732,-0.00297732
0.433,15000,15000,1.3062e-05,1.3062e-05,4.32878e-06,4.32878e-06,-1.3062e-05,-1.3062e-05,0.000989487,0.000989487,-0.00296841,-0.00296841,0,0,0,0,20000,20000,0.00311672,0.00311672,4.48451e-05,4.48451e-05,-0.000135253,-0.000135253,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00310366,0.00310366,720,720,0.00311672,0.00311672,0.0012,0.0012,3,3,-0.00296841,-0.00296841
0.434,15000,15000,1.30324e-05,1.30324e-05,4.31595e-06,4.31595e-06,-1.30324e-05,-1.30324e-05,0.000986523,0.000986523,-0.00295951,-0.00295951,0,0,0,0,20000,20000,0.00310749,0.00310749,4.47121e-05,4.47121e-05,-0.000134939,-0.000134939,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,0.00309445,0.00309445,720,720,0.00310749,0.00310749,0.0012,0.0012,3,3,-0.00295951,-0.00295951
